ngay,ngay_thu,dacbiet,giainhat,giainhi_0,giainhi_1,giaiba_0,giaiba_1,giaiba_2,giaiba_3,giaiba_4,giaiba_5,giaitu_0,giaitu_1,giaitu_2,giaitu_3,giainam_0,giainam_1,giainam_2,giainam_3,giainam_4,giainam_5,giaisau_0,giaisau_1,giaisau_2,giaibay_0,giaibay_1,giaibay_2,giaibay_3
20031020,1,16764,98847,42886,51316,53183,91829,64677,28069,73708,2642,2642,1336,6896, ,3626,8848,5116,6949, , ,046,675,574,45,32,60,15
20031021,2,10918,19896,82476,36827,61530,59210,09711,07989,44791,9590,9590,7996,9266, ,0763,3758,7529,0908, , ,371,856,821,66,50,13,41
20031022,3,18096,11269,35326,55880,06606,58077,86328,33778,72534,6892,6892,3971,1081, ,6480,2323,3384,9261, , ,376,823,294,88,11,23,91
20031023,4,12478,06102,34656,71204,15436,86431,58958,74722,18242,0615,0615,0189,6542, ,1902,0657,4122,8839, , ,732,823,033,75,68,18,61
20031024,5,60336,27977,53750,95115,64665,08011,33346,78194,86481,5368,5368,3449,5538, ,9673,8360,3753,9704, , ,639,058,934,17,47,66,44
20031025,6,69454,79916,22872,02263,61404,47333,96443,80396,68869,2977,2977,1085,7366, ,8539,3188,4208,7078, , ,731,742,880,55,41,06,82
20031026,0,84310,65027,02467,51452,80696,20266,62731,76312,17606,0467,0467,2977,3763, ,1808,8769,1690,9305, , ,531,810,451,91,97,82,14
20031027,1,64390,30292,64300,68419,97645,59965,10590,13421,40528,6352,6352,5974,4036, ,8054,0731,7337,5566, , ,897,234,494,42,91,80,92
20031028,2,88473,49948,89940,03228,76817,98987,52279,81748,13580,4798,4798,5963,3257, ,4235,0275,6244,4057, , ,886,634,578,66,65,50,45
20031029,3,68939,02136,62181,44213,11907,76138,25629,13580,35996,7748,7748,4338,7889, ,3609,4386,2607,3022, , ,661,165,885,62,90,72,12
20031030,4,13466,34884,34913,55550,67982,22292,36177,57411,67358,3837,3837,7120,3255, ,3069,5244,8165,2631, , ,809,031,565,25,07,45,88
20031031,5,45812,75578,58538,98696,34448,49967,35269,36857,47961,2919,2919,3913,7102, ,9719,2762,1199,3487, , ,455,830,416,79,36,84,08
20031101,6,56735,03139,06141,45060,02070,32506,75433,32463,63550,2979,2979,3652,2124, ,6772,3823,7790,7286, , ,389,157,666,21,28,16,10
20031102,0,77129,51158,72657,05354,12349,40455,23317,45886,34619,6650,6650,9681,6374, ,6225,7193,4739,6312, , ,161,535,054,89,94,69,60
20031103,1,06537,43446,87527,15056,69743,38222,62381,52856,47969,2215,2215,0209,1932, ,5681,3234,1366,4499, , ,531,743,577,61,23,21,35
20031104,2,62817,63691,80801,37113,95940,08674,19591,32627,01972,1010,1010,8701,8642, ,8677,4548,7925,1892, , ,184,480,106,61,28,32,39
20031105,3,84139,60957,29536,83581,81036,27376,81586,99586,36965,7360,7360,3442,3394, ,1488,7025,4452,1573, , ,180,388,520,40,83,04,88
20031106,4,39971,59239,22230,38076,90644,68544,83706,13918,91582,7439,7439,9236,7368, ,8901,2958,9408,3036, , ,483,697,112,89,18,82,56
20031107,5,90737,88662,23553,70591,70115,91358,73502,51932,42553,3149,3149,9550,8131, ,5368,9494,9035,4174, , ,722,336,772,82,40,61,23
20031108,6,61401,02152,37098,84811,28408,30515,74637,34657,57191,5183,5183,5462,3573, ,5040,4748,2735,1607, , ,604,090,845,70,60,14,22
20031109,0,29505,64881,17609,64470,01636,02832,13132,69000,24322,4195,4195,3087,8651, ,3662,5761,1219,8212, , ,096,906,976,39,20,51,59
20031110,1,26642,73991,18284,28797,42594,83306,93281,92157,94880,6577,6577,4294,5487, ,5587,6437,4872,7609, , ,547,638,298,55,97,41,62
20031111,2,93995,64672,45318,12037,75005,49298,87443,18177,77468,0043,0043,4462,7845, ,3557,0612,1123,6073, , ,230,348,874,89,29,67,22
20031112,3,96384,47175,71518,11322,65738,02636,90196,40062,32751,1540,1540,6079,0985, ,9240,9773,8905,5074, , ,855,084,851,86,88,77,30
20031113,4,87172,31353,61034,93651,12644,80460,17708,00089,23515,9137,9137,7757,1418, ,2461,2635,5205,1957, , ,004,289,482,35,74,86,21
20031114,5,94267,77365,53107,92563,11424,17189,69927,01472,79857,3749,3749,9096,2449, ,4275,8795,6839,7561, , ,011,731,996,72,36,40,80
20031115,6,74699,68550,94120,44209,47689,52004,34954,55534,82298,9239,9239,5583,3192, ,0574,9187,9649,6161, , ,350,704,696,60,11,49,71
20031116,0,62399,95604,75468,01895,92394,03369,53613,48908,41160,9109,9109,5058,5544, ,1002,3032,1063,6595, , ,837,156,699,64,37,65,07
20031117,1,29841,56858,47774,64500,06066,44158,36524,32122,32677,1514,1514,3566,1774, ,5306,2571,0961,6357, , ,381,730,108,96,47,97,53
20031118,2,91529,18738,40186,71862,82452,12289,29370,56791,86900,4470,4470,9008,4965, ,6117,7242,7778,4707, , ,155,653,567,82,83,97,33
20031119,3,93912,94308,48152,60757,14922,45568,37556,02049,52847,9179,9179,6079,0622, ,1233,3656,2243,6584, , ,885,471,842,53,55,37,21
20031120,4,32285,49468,04460,75270,12928,55542,42195,56806,83014,5830,5830,9315,0795, ,3895,9292,5424,1287, , ,407,519,849,92,89,86,39
20031121,5,80619,86679,82570,41368,30800,91242,70099,48406,51015,1559,1559,8031,4001, ,6249,7609,4078,9819, , ,774,103,083,32,10,70,54
20031122,6,50691,29363,41801,14272,18637,47083,84591,36931,00491,2714,2714,7593,3308, ,9279,2612,2757,0662, , ,181,494,131,41,23,27,64
20031123,0,32828,55168,51128,43959,11556,89241,73063,23623,78123,3831,3831,8159,4500, ,7799,2834,4073,6458, , ,252,737,014,47,12,18,24
20031124,1,08879,72796,14618,48459,87852,52046,86968,27486,11507,1863,1863,5449,2858, ,6357,2574,0279,4825, , ,832,737,374,27,42,57,79
20031125,2,18001,48768,11688,55810,50875,38680,28527,56462,76442,4407,4407,0717,8651, ,4318,8619,2007,8728, , ,541,589,345,11,66,57,16
20031126,3,27051,34745,98653,10172,77804,72094,58155,87035,55406,6803,6803,1856,2666, ,9382,2464,7948,7815, , ,855,898,637,69,82,28,66
20031127,4,86349,16736,06109,03797,75732,07346,81375,48145,95034,1523,1523,9831,2909, ,6034,8097,2017,6479, , ,673,483,999,18,16,45,60
20031128,5,05721,35129,46356,47903,62992,54488,22591,21955,05221,5680,5680,6846,0792, ,3758,7506,3122,4597, , ,295,097,061,53,73,04,65
20031129,6,10161,84366,10541,53960,71515,32545,16883,68422,58354,6590,6590,9782,0705, ,9737,1134,7565,2650, , ,075,063,846,07,38,04,80
20031130,0,10122,62250,68575,45072,29463,51293,54934,22625,51434,8843,8843,7904,1896, ,1400,6597,3492,4920, , ,275,835,643,10,04,38,56
20031201,1,90161,28128,22592,50816,46557,68885,92186,68622,92991,6056,6056,2544,4300, ,3697,6609,9210,7016, , ,186,142,907,13,08,03,41
20031202,2,10510,81309,60841,71494,86555,87063,30498,42761,47883,4174,4174,8124,1863, ,7248,6990,9347,0277, , ,748,779,661,30,85,99,25
20031203,3,43537,27201,84923,88662,24415,26194,76689,82634,38398,5436,5436,3373,0191, ,5526,1173,6303,6438, , ,465,498,827,47,98,71,17
20031204,4,88903,71472,47458,96272,57705,04035,76529,59812,34128,8843,8843,3964,1270, ,0117,1371,3139,7910, , ,674,532,761,10,56,68,77
20031205,5,22320,17129,97139,19479,77300,32587,67446,94343,98868,2765,2765,0298,7305, ,0030,9236,2611,9791, , ,161,872,738,97,03,55,66
20031206,6,90296,06142,27890,24984,47218,44669,18300,80197,32061,4201,4201,3659,3424, ,8020,1521,7421,4773, , ,803,832,144,03,24,14,78
20031207,0,50169,13304,41160,38046,58188,87756,32181,17368,53498,8682,8682,8514,1954, ,5157,0545,2453,9393, , ,778,259,070,12,64,41,01
20031208,1,49716,08933,70643,41397,27621,64174,86901,85946,19721,3228,3228,6119,9714, ,3769,9116,1440,9836, , ,033,396,113,83,32,36,37
20031209,2,53757,84137,15021,61129,38975,13703,44966,58894,53595,4518,4518,5179,0229, ,0420,1456,4324,0902, , ,084,321,729,23,32,63,94
20031210,3,85829,84755,28342,90339,76718,26978,33819,52672,29072,3226,3226,5882,9176, ,1849,5305,0147,8421, , ,280,705,681,04,36,27,20
20031211,4,83930,88914,63742,53733,27216,95579,19901,02018,01275,5087,5087,8866,7979, ,7674,3890,0551,2804, , ,103,652,299,24,41,91,30
20031212,5,93515,43516,31676,42489,84656,84191,46180,61073,50120,6662,6662,0420,1755, ,5661,6744,2310,9601, , ,566,426,306,21,82,86,34
20031213,6,27963,64289,23240,87162,01060,15614,39397,39139,98667,7815,7815,4021,6374, ,1630,4634,1672,1116, , ,056,235,912,65,27,18,83
20031214,0,95529,07129,45482,26895,79832,49022,35403,18480,74423,8573,8573,9656,5063, ,1244,5576,6571,9279, , ,783,547,621,83,88,77,00
20031215,1,72003,40588,75700,69112,74972,96911,73632,87977,94829,1919,1919,1310,2299, ,1620,4776,8244,7489, , ,498,285,023,28,10,81,53
20031216,2,34993,27678,30549,84296,83216,55306,49023,42851,56062,8961,8961,4668,8121, ,4191,8952,4126,7658, , ,591,654,973,18,54,24,91
20031217,3,04301,52831,60727,87879,36759,49450,18575,28046,47113,0451,0451,9096,0764, ,1099,2063,3540,5926, , ,608,431,785,71,10,70,27
20031218,4,84726,43524,00697,09563,54356,74158,97708,61333,12070,6347,6347,4601,8281, ,4294,6692,9402,7380, , ,112,146,718,74,06,56,10
20031219,5,84311,24400,85479,38237,73940,50225,12977,74570,75234,2540,2540,9977,8509, ,4617,6852,3471,7899, , ,718,066,293,54,55,53,16
20031220,6,54468,84815,58862,73749,95404,87249,75610,73616,22441,5441,5441,8622,9648, ,1032,1615,3855,4951, , ,099,043,416,40,92,48,75
20031221,0,28579,42186,72965,03590,59219,33018,40775,33765,50613,0744,0744,2571,8166, ,8717,7368,6788,3533, , ,228,805,937,38,46,23,51
20031222,1,62570,78347,16520,84997,32227,75317,95799,16799,18214,7531,7531,6680,8979, ,2258,6692,8733,2760, , ,279,950,366,24,80,49,11
20031223,2,57026,14967,47014,47166,77033,60955,64308,28606,99733,5950,5950,6272,0534, ,1050,6277,2992,2260, , ,688,117,083,93,32,64,21
20031224,3,30585,84228,61551,58177,14372,52474,86993,71903,62477,4958,4958,2591,1730, ,6169,1954,0593,4592, , ,063,664,797,47,36,54,45
20031225,4,33284,09969,78157,43955,78788,43938,36985,36522,49256,0195,0195,6912,0090, ,6776,7847,4360,5984, , ,606,931,113,08,21,78,53
20031226,5,61426,27587,95187,31496,84514,07849,64492,77865,14244,9255,9255,2631,3096, ,0362,1478,3271,5505, , ,015,275,472,61,70,31,80
20031227,6,26494,56194,76130,93466,14189,00665,61102,57086,52684,6256,6256,1806,5340, ,7164,5921,7254,2337, , ,787,823,386,47,89,97,79
20031228,0,65087,52758,21765,36477,09962,16532,78143,10786,79670,4020,4020,7439,7789, ,0764,0258,3173,8738, , ,931,715,881,22,94,79,26
20031229,1,57009,76832,61918,43700,83087,67370,32292,73907,92994,8554,8554,2022,3750, ,0844,5116,5996,6651, , ,031,754,886,15,48,59,28
20031230,2,38816,07584,23687,78557,56805,69202,12043,56130,08668,1007,1007,1422,5000, ,1096,6997,6655,0385, , ,245,444,368,09,58,43,67
20031231,3,35817,68127,73576,61856,93464,22055,99793,61081,45180,4033,4033,5556,9397, ,1607,0607,1782,2169, , ,420,960,568,33,11,62,96
20040101,4,83066,67149,23538,85326,28474,50192,70269,18223,15227,7246,7246,2827,8591, ,5250,7949,1306,5399,1629,3967,970,184,804,83,68,05,18
20040102,5,76281, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040103,6,15878, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040104,0,94808, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040105,1,48487,43877,54101,32388,06435,75360,00742,10478,81087,4970,4970,8801,6852, ,4752,9517,6698,3862,3751,4059,575,098,593,79,27,48,65
20040106,2,71973,85704,84364,04824,15387,80367,20568,76650,97798,5530,5530,5055,5259, ,8230,6152,6779,8088,8855,1210,679,033,302,33,49,52,57
20040107,3,09636,48734,15789,50545,60742,33172,02586,64123,93287,3657,3657,7593,8548, ,5106,2833,8528,5450,9581,1157,283,040,800,50,37,91,21
20040108,4,24876,97104,07265,03970,43614,18832,95119,25663,59525,4359,4359,7235,3477, ,9438,0091,3553,7479,8735,6639,622,953,815,13,69,74,28
20040109,5,57743,58431,81994,03764,28982,85293,24737,44567,60899,2126,2126,6209,3157, ,4262,2105,4065,6387,3287,8917,400,031,170,49,14,38,48
20040110,6,10666,56715,27419,32789,76976,55189,82586,33062,86826,6822,6822,2549,7132, ,2434,3123,9710,4851,2001,0505,802,858,891,84,78,46,65
20040111,0,67872,65785,18512,30112,04168,64872,23769,87421,43520,3052,3052,6209,0946, ,9013,1470,0320,2980,6938,1793,675,496,205,62,61,31,27
20040112,1,64783,02223,88648,02888,91004,06891,54302,92626,55421,2787,2787,6084,0634, ,1500,9601,7701,1687,3839,3554,218,008,874,66,30,38,74
20040113,2,58455,26567,79830,18574,76811,41985,32944,81132,05258,7093,7093,7752,6678, ,9611,1236,5795,3845,6549,6024,149,451,006,82,73,08,26
20040114,3,19564,31693,15567,49078,12244,84281,85617,31096,66885,2997,2997,9670,6899, ,9221,4483,7372,8574,9466,5352,534,271,245,70,97,27,80
20040115,4,99449,59266,75102,17488,68260,11239,79075,23276,04827,4064,4064,9101,3994, ,1117,4798,5987,2820,7427,6147,968,809,320,63,15,89,23
20040116,5,17238,73672,32456,51053,29535,46289,15884,89722,22436,5950,5950,1269,3749, ,3959,1775,3790,7125,0723,1434,963,208,250,91,53,95,90
20040117,6,44110,05036,11825,62627,63641,71913,71858,85455,95568,1716,1716,9055,4524, ,7282,0713,8423,2325,5146,3483,547,296,180,42,10,05,83
20040118,0,36967,29085,19562,15526,66517,71224,26510,29089,93673,9784,9784,1258,8730, ,5652,4004,9635,8002,1280,5078,788,690,495,67,23,94,87
20040119,1,49513,35146,09732,07129,34930,55382,89106,38040,06912,2526,2526,7236,5998, ,1098,2656,2147,7724,5594,7617,571,850,747,70,53,68,29
20040120,2,36812,76285,98253,86555,18860,51027,53802,21148,62944,8413,8413,2655,9112, ,0892,1824,4562,1379,9150,2816,609,634,522,87,40,44,34
20040125,0,36395,50702,89286,62473,34319,37860,23799,44433,52249,8541,8541,0098,1370, ,0359,0732,7027,3320,5529,8680,559,316,725,11,70,80,02
20040126,1,67824,39065,76303,85850,53777,27824,49766,46883,58378,9876,9876,4262,3706, ,7679,2782,6058,5110,5630,9577,960,135,441,51,70,96,79
20040127,2,88828,89096,74207,34969,95403,05056,62080,07153,98386,3213,3213,8936,9080, ,6533,8646,8650,4270,0743,9591,403,811,825,24,09,96,68
20040128,3,88681,81401,38653,51591,97161,26204,61326,58084,43310,0414,0414,8694,9074, ,2845,8049,2086,8268,7363,4273,727,279,852,38,40,93,17
20040129,4,80700,70038,33354,44115,59800,84510,87411,85502,39317,6841,6841,7231,1152, ,6702,6603,9523,1777,0570,5734,639,625,991,17,16,62,97
20040130,5,39335,62942,88650,94834,45746,40972,52618,63915,77113,1804,1804,8462,1329, ,9885,5638,2670,2988,1950,0254,991,252,211,32,39,52,76
20040131,6,07411,38019,24407,44226,98626,11738,45792,30249,15080,6153,6153,4663,1502, ,0721,0300,1874,1735,1067,1779,595,306,465,13,68,29,60
20040201,0,73233,91476,05905,92578,56363,13431,12190,20275,30823,4625,4625,4270,9031, ,6220,9288,0740,7783,4569,4759,750,600,341,64,51,27,78
20040202,1,22419,91102,41776,27165,24998,37326,08674,26367,50806,8583,8583,4526,0089, ,4079,1736,8845,7501,9867,5409,118,421,225,35,20,07,33
20040203,2,15729, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040204,3,60893, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040205,4,94225,16215,42753,68404,29606,04082,20463,42093,68071,1519,1519,4924,2863, ,9169,4704,0094,8774,8903,7755,745,432,260,24,68,77,27
20040206,5,46331,25747,55648,13397,48881,05432,82891,06832,84763,2295,2295,2143,3384, ,5684,6211,8825,6478,8655,3832,225,634,343,65,74,84,63
20040207,6,85339,73318,55953,80912,89896,14647,76168,10902,41127,2887,2887,3495,1474, ,5570,2094,1669,5445,6323,2875,225,665,707,41,49,10,96
20040208,0,59831,11857,33953,12312,37371,22833,51632,12824,59917,6773,6773,2825,8701, ,7075,8137,5493,2720,1770,5555,449,425,731,18,32,78,40
20040209,1,00198,85439,62707,50446,09196,96144,66050,74482,10062,5216,5216,7268,8142, ,8813,4479,8392,2667,9359,1781,102,923,628,91,43,60,06
20040210,2,56965,05475,23606,25747,49422,03573,88745,13132,92192,4328,4328,1100,2139, ,5062,4537,0782,6973,2858,1027,858,253,139,08,11,02,24
20040211,3,39417,80617,26021,22024,74934,03654,29056,71170,46437,1009,1009,8954,7296, ,8785,4087,2255,6287,4633,4518,910,117,469,99,09,19,70
20040212,4,06253,47836,20941,28858,50424,48600,53082,35802,58451,0882,0882,3901,1472, ,3540,8903,0401,0807,1154,6936,690,920,054,61,54,44,58
20040213,5,64972,25859,80816,89602,23109,52321,85131,44014,00751,9391,9391,3656,5862, ,7588,0445,9489,5949,7560,1833,447,151,291,76,49,61,02
20040214,6,67754,34426,58998,20147,60636,26317,66559,61847,14889,8543,8543,4449,7962, ,0072,8719,8982,9977,8872,1127,746,663,531,59,37,50,14
20040215,0,64329,23612,17127,31063,86386,91306,69006,25829,33531,9321,9321,1175,7071, ,9511,0054,6571,2967,3650,7083,286,664,314,65,54,13,70
20040216,1,18714,98785,75757,29043,87217,33881,83644,98184,91523,7828,7828,6627,4740, ,5834,9392,0535,3107,2050,2810,805,550,067,82,64,16,53
20040217,2,66285,04335,47867,81695,06133,83011,21318,53440,57395,5673,5673,1600,0233, ,0725,0623,5374,9089,4437,2614,152,676,905,28,75,70,66
20040218,3,29700,84662,46055,12602,06865,02383,76984,08064,81125,5540,5540,7042,6814, ,4561,0912,1923,9307,2870,5911,636,102,177,98,52,23,93
20040219,4,15161,86471,65736,48673,86786,60287,01696,39772,64295,0796,0796,5865,2954, ,2155,9170,8861,7573,5022,7281,207,575,516,34,30,59,04
20040220,5,47295,94139,04267,46303,52131,97618,59379,53390,18293,5378,5378,0067,0110, ,9819,9287,7134,2307,7787,8411,016,835,135,82,63,02,87
20040221,6,12467,92063,44303,27958,08035,75820,90103,28847,07788,4742,4742,3053,1730, ,5051,7093,8279,5934,5908,1595,498,007,982,14,97,60,09
20040222,0,98106,22557,37997,10190,88300,71183,84829,00179,66594,0424,0424,3057,0901, ,8533,3053,4408,5479,5329,8484,105,573,385,84,97,09,55
20040223,1,02345,61729,40199,25915,13012,07171,43112,61718,23433,0803,0803,3417,7767, ,2669,5712,5469,6789,0437,3614,051,712,331,60,90,13,69
20040224,2,92054,10522,84186,06971,78714,10835,57504,91420,69735,1453,1453,5384,9732, ,2858,1471,5137,7572,1525,5268,754,498,865,95,93,38,50
20040225,3,51732,98448,97133,55561,05226,20385,66137,05564,23720,2935,2935,0019,5395, ,5121,1761,4188,2706,8639,0754,750,159,048,15,19,85,95
20040226,4,01991,82082,66779,52492,08291,67065,91565,62669,26387,4620,4620,9169,0626, ,1188,1998,1798,1248,6597,2113,773,306,116,00,47,06,02
20040227,5,43156,49227,15271,25312,18737,86949,60381,34276,73773,1030,1030,8779,4901, ,6712,0429,4302,4114,9445,8624,806,071,487,59,79,36,96
20040228,6,89324,12452,26026,35831,20441,37844,76856,24898,40442,1181,1181,8584,9718, ,7810,7269,8845,5281,4035,1389,894,184,763,37,98,54,29
20040229,0,74425,81149,23067,57370,21669,36140,97468,33389,45959,1619,1619,9201,1436, ,9042,3799,6094,9135,1497,6763,414,989,686,54,92,64,17
20040301,1,87705,88458,67350,16006,36624,94475,34524,98255,38683,7343,7343,4428,8482, ,8622,2826,9210,4142,6475,7317,202,964,627,25,26,67,17
20040302,2,41387,40442,34319,06376,40490,33112,26808,64787,13274,7560,7560,6637,6380, ,2826,9163,2241,4057,1710,1430,938,022,262,08,70,53,22
20040303,3,32582,85901,55476,90979,83357,64572,58953,14685,31690,7648,7648,3488,5306, ,8270,0160,2518,3840,4403,2625,167,004,143,42,47,77,66
20040304,4,65502, , , , , , , , , , , , , , , , , , , , , , , , , , 
20040305,5,60743,38691,27131,62232,26895,78570,19818,39813,48870,4151,4151,7117,1006, ,0713,1899,9543,5889,3199,7987,837,204,740,46,38,42,05
20040306,6,77153,46093,99135,36556,61078,99703,84050,56737,86346,7795,7795,0440,4328, ,8871,9236,7193,7099,6808,9276,601,901,762,40,15,55,62
20040307,0,38979,56829,21100,30877,33952,19315,12040,51035,62697,6054,6054,7619,6421, ,4170,7116,1019,5333,2548,4650,685,518,475,31,43,74,46
20040308,1,29760,88158,25284,82702,36949,59921,64055,07606,72785,7636,7636,4638,3023, ,7857,4964,3574,1542,7053,8239,226,726,489,08,94,45,61
20040309,2,49560,82496,79018,94901,63539,48613,65139,46582,78574,0033,0033,6406,6197, ,5550,1282,0889,7600,3788,1640,251,653,673,94,69,11,07
20040310,3,48929,12201,77458,74298,55306,39683,60193,35104,77136,1984,1984,2360,2960, ,3633,6370,5690,7099,9590,9672,501,954,327,49,63,32,26
20040311,4,94927,06351,20151,63757,00459,09893,22741,65653,62990,8783,8783,6810,1296, ,8680,8834,2086,1554,6847,7398,550,000,866,76,45,24,03
20040312,5,48456,24899,76170,30402,11212,53956,17381,95036,78319,5590,5590,8311,7364, ,5633,8287,6108,5908,2743,7541,877,018,735,19,66,56,80
20040313,6,74188,70058,89868,31092,97336,18647,75529,15467,86989,3992,3992,0678,2249, ,2931,7369,7764,2561,1376,7910,320,168,102,75,23,83,62
20040314,0,17163,54619,35415,14224,71356,24301,88879,48836,21713,0329,0329,9705,8672, ,7210,2244,9326,9453,9329,3334,744,767,791,81,23,64,11
