ngay,ngay_thu,dacbiet,giainhat,giainhi_0,giainhi_1,giaiba_0,giaiba_1,giaiba_2,giaiba_3,giaiba_4,giaiba_5,giaitu_0,giaitu_1,giaitu_2,giaitu_3,giainam_0,giainam_1,giainam_2,giainam_3,giainam_4,giainam_5,giaisau_0,giaisau_1,giaisau_2,giaibay_0,giaibay_1,giaibay_2,giaibay_3
20091002,5,80975,49240,65583,10679,97339,30682,56639,71004,88488,2563,2563,1088,9132,9474,2265,7817,5355,1920,2276,4551,572,358,283,05,33,27,20
20091003,6,80188,16574,68452,63868,93749,32761,05212,12702,31948,5332,5332,9656,9595,6320,2294,5121,2402,1486,5082,0426,872,890,277,06,40,28,99
20091004,0,76770,87371,29890,54220,66131,90971,63703,10295,60157,2738,2738,4327,2032,7551,7310,5459,3232,3841,9428,4485,723,628,265,94,38,26,40
20091005,1,54960,26255,69570,11661,11468,11148,75744,00861,69020,0722,0722,1272,9386,1957,1072,5288,8161,3492,1121,9217,270,614,392,03,82,14,24
20091006,2,26725,36768,11738,94119,13057,42692,67631,70073,16847,1284,1284,6588,3427,2244,3399,3332,8650,7483,2645,2456,763,349,738,28,63,50,03
20091007,3,90579,94574,52356,02916,96197,63502,49120,88394,61467,7561,7561,5791,2267,1410,1080,7177,6764,9630,8844,5236,492,944,339,20,88,12,64
20091008,4,66803,75651,30995,79427,71031,35533,72308,64328,33481,2648,2648,2178,9989,5192,9072,3526,3441,1736,3366,7251,398,719,442,36,79,13,80
20091009,5,39750,78132,91005,30908,58032,32802,34824,39006,65094,3536,3536,9163,1181,8857,9144,1398,4541,9073,4152,0494,879,066,471,95,65,70,17
20091010,6,28801,64479,80550,32742,02903,21372,91133,63115,79549,2789,2789,6099,9674,0463,3434,2264,7685,2150,4879,3176,495,875,239,72,56,06,50
20091011,0,01708,47141,06751,42364,67491,79227,80820,61967,40992,1315,1315,3046,9739,3387,0749,5606,8407,1601,9682,5929,808,827,205,44,58,29,67
20091012,1,17188,88267,14509,24753,83066,37427,57594,67206,18110,6047,6047,4825,9254,4114,3310,8527,8284,8858,5567,7126,196,165,673,25,24,05,23
20091013,2,25517,16423,09577,59451,18518,32418,71017,01877,41688,1767,1767,5217,2853,7334,6987,4446,3437,0768,6910,2195,947,650,699,98,56,76,24
20091014,3,32040,35483,25132,92600,21517,14426,48512,75411,40149,4880,4880,9358,0889,1919,2492,3105,8032,5401,9397,5621,225,645,916,12,73,11,19
20091015,4,00411,84384,84185,40544,82345,10694,20900,51938,09935,4829,4829,7178,4914,1843,8918,4234,2411,4589,1593,3227,128,290,940,24,37,14,40
20091016,5,02112,13884,56090,01337,65976,10201,65329,16873,67433,4995,4995,0126,1272,3645,3462,9244,2013,2644,7623,4037,329,358,327,86,18,43,10
20091017,6,86822,08796,54224,49150,84604,67008,84208,75123,36582,9814,9814,4296,2952,2602,6475,7838,1521,4567,9976,5456,752,812,874,62,60,01,80
20091018,0,66421,91909,30467,68950,36803,91429,93538,58014,53637,5147,5147,3412,6486,0740,1347,6287,4507,4138,3664,8686,276,616,587,15,83,91,73
20091019,1,51328,32944,97143,70200,78865,54294,45597,01078,58855,2986,2986,8909,8668,4711,9543,1525,5816,7088,6865,8821,854,549,748,66,45,06,12
20091020,2,29066,91536,87149,54204,70096,47473,82760,07887,84021,2301,2301,8878,8700,8061,2280,7972,0306,7763,6006,6330,852,869,758,73,90,49,51
20091021,3,02091,90222,15603,69757,96959,04855,62325,97742,99486,4771,4771,6235,4663,0752,8515,0275,7762,1541,5294,1179,312,125,742,47,54,52,13
20091022,4,32868,65287,69194,40424,39096,52147,30756,61886,05401,5713,5713,0692,9857,7223,0718,7248,0578,3321,6096,2344,037,341,041,87,31,57,84
20091023,5,54473,43964,47100,96147,20340,89231,83985,73669,92609,5439,5439,0498,3547,3799,6416,6843,9721,6668,4767,4827,064,914,596,19,13,64,00
20091024,6,11660,87548,89836,72859,71303,43508,31468,75840,00250,9606,9606,1051,4952,1194,7382,9673,5215,6327,4629,9056,161,697,930,06,97,86,30
20091025,0,20664,85133,36746,57555,25949,32106,81648,20455,67533,6401,6401,3228,2769,7077,2935,5896,9012,7124,1101,3855,130,960,082,13,48,50,29
20091026,1,15386,16108,97442,65182,84376,75072,85934,94561,08884,6072,6072,7793,2338,7143,4949,5539,8235,0972,5300,1298,502,026,911,46,93,83,34
20091027,2,98899,45578,90759,16857,33278,73641,63192,35787,64539,4367,4367,2660,8712,5036,1033,3340,0761,6570,7643,1095,143,717,106,75,69,20,96
20091028,3,65989,53222,94508,61784,58242,78454,22342,95720,24593,5946,5946,2741,6559,7233,7467,1027,2717,8050,7026,0989,216,575,888,75,33,06,19
20091029,4,17112,30256,84925,66824,51299,12620,97231,70598,92533,3968,3968,8562,1381,1888,4352,0968,4270,8280,2004,9048,563,663,998,23,90,99,45
20091030,5,96556,65663,61309,15332,79748,10820,12293,72291,34312,8124,8124,7996,2922,4492,0433,2201,1545,8195,4712,2479,132,980,272,83,37,74,67
20091031,6,50385,43052,01072,88148,65124,16353,11104,14032,20307,0653,0653,5615,0279,0550,7445,1535,8859,9604,5518,4958,295,003,788,88,43,41,96
20091101,0,50320,75192,40020,17221,22976,09295,15234,98280,24885,8954,8954,8369,4005,8960,1110,4461,9496,0124,8963,2942,723,102,169,57,23,61,16
20091102,1,13357,01973,07090,68284,41616,31042,24912,16488,96563,0176,0176,8191,1997,8612,9670,6805,0843,5656,7634,0613,797,631,285,27,77,68,15
20091103,2,12177,64624,01840,17693,78660,71834,83473,72307,90643,8219,8219,2172,5810,1692,0404,1227,9503,1436,0988,2194,453,779,802,46,08,39,23
20091104,3,51323,44364,47430,35126,35479,12945,11087,77457,58353,8993,8993,1022,5945,4125,4079,7137,0413,1100,8278,0990,493,691,075,52,40,45,06
20091105,4,07855,72083,16709,13119,09124,70466,21187,31822,98319,6075,6075,6638,4262,0453,4230,1044,0603,8267,1758,1754,864,251,401,39,12,55,87
20091106,5,75510,63074,27830,01355,18509,29256,60427,76585,57186,3946,3946,7571,1675,0029,8920,0087,7004,1026,5196,3088,157,737,038,07,23,79,22
20091107,6,75781,35333,26039,94412,30725,05716,16324,80923,46246,0810,0810,3683,1677,6490,6221,0772,1980,5261,8275,4370,913,917,650,14,06,53,52
20091108,0,23967,13111,07131,18440,25657,72855,08170,72857,70507,2516,2516,3555,8998,6082,1951,1876,4674,1284,9062,1120,538,957,952,00,29,74,47
20091109,1,36143,35125,87573,38647,65288,82557,14341,03979,34195,1391,1391,0584,3191,2674,3824,4965,1865,3331,1936,0854,901,069,381,25,36,70,04
20091110,2,85563,15269,76535,32588,49998,75788,85495,27991,78554,7359,7359,4010,4494,9184,7350,4298,5001,3270,8747,5669,649,900,382,61,79,58,44
20091111,3,40830,28388,60416,47056,82828,13475,78419,78414,56727,1703,1703,5341,1929,9708,7017,0492,5527,6141,9448,1908,220,245,410,09,38,34,18
20091112,4,42871,58027,40997,28029,56456,46064,50489,27366,81334,5981,5981,6231,4438,6375,7174,8375,3140,4909,1559,0854,474,539,115,28,79,99,14
20091113,5,53099,07893,66420,29509,06452,77978,06160,09451,86999,6917,6917,0390,3829,6883,3231,8870,0317,5650,9693,4336,409,454,757,80,42,52,62
20091114,6,86668,24833,46955,28034,56711,85507,66339,96952,82558,4935,4935,7593,7216,3694,1379,0434,1935,7324,0227,9852,737,551,945,28,77,07,53
20091115,0,79977,22378,53340,09720,88020,88086,25224,21794,55616,7932,7932,6856,5920,0183,8906,6891,5874,9000,2921,2640,264,922,016,04,13,03,25
20091116,1,71200,15130,95770,89094,16199,78875,92948,91164,00426,1984,1984,3156,8322,2076,4209,8014,9223,3675,2462,5513,045,488,846,90,51,78,69
20091117,2,47662,95441,18520,05059,35542,53298,25060,58388,39017,3259,3259,0331,1341,9539,3812,4481,7683,5387,1192,1881,812,729,441,62,97,26,52
20091118,3,99266,74338,92668,25499,43403,55001,79904,92822,63892,9511,9511,5477,9460,7101,8921,3332,2716,1142,4344,9246,658,701,630,97,36,50,23
20091119,4,82422,13736,72483,45598,39736,88739,68124,61588,60525,0056,0056,1588,8249,3619,4392,3484,7204,8585,6476,8415,025,440,778,64,03,12,18
20091120,5,01608,91915,03815,91455,50119,48075,38272,51500,30467,3514,3514,3004,5758,0700,5886,0095,0313,6807,8401,8274,197,950,774,30,07,33,20
20091121,6,69666,71487,18257,18224,23862,32475,91366,87079,82749,4989,4989,8684,1118,3969,8436,7923,8433,7608,7562,8497,049,970,500,47,12,71,57
20091122,0,18716,13536,88329,82212,09501,51316,00252,54141,85542,2422,2422,6613,4189,4741,4073,7327,9401,3256,3142,3760,389,060,751,04,54,03,90
20091123,1,63739,66214,69368,20272,99201,98341,12724,48145,25382,4838,4838,4259,2816,6102,7913,8079,7673,7452,8610,7097,755,314,906,26,57,54,70
20091124,2,49465,83958,33527,86369,64898,77988,79309,90124,55591,4989,4989,8916,9501,1166,1416,4908,2754,8905,7819,1892,026,016,480,22,68,29,56
20091125,3,16165,53018,83491,02582,96614,15187,84853,29681,41771,3635,3635,9627,8667,3181,5658,1353,7207,3891,1531,5245,510,985,182,59,87,04,54
20091126,4,58252,54001,52865,35587,05583,99261,42744,85238,47221,0754,0754,8682,6446,4467,5367,1831,6375,5299,5770,3594,111,875,885,65,38,28,68
20091127,5,85460,06052,20415,38477,36753,56375,48666,49362,77318,0568,0568,9824,5113,8798,9676,1607,3483,4304,8190,6508,200,016,076,28,14,24,17
20091128,6,15541,73249,20154,14460,87224,10455,40175,85131,42807,9480,9480,6197,8987,6887,5772,5692,6490,7654,2163,3162,496,058,249,13,66,17,83
20091129,0,29874,59348,62955,09568,70534,50770,84809,06844,20336,2920,2920,0863,7864,4781,1591,7111,4226,3751,0486,4040,912,108,381,06,39,27,67
20091130,1,81793,01104,65085,44060,10754,05670,18540,99091,82063,3924,3924,5985,1756,7024,9788,7331,7506,8059,7199,6050,869,068,293,13,15,05,90
20091201,2,43102,67974,91959,05721,03793,08835,14541,90604,85634,5694,5694,1130,6111,5151,6278,8006,4994,5070,4140,6294,960,326,733,19,07,60,99
20091202,3,42737,28176,67943,59798,62935,94325,91927,14017,65547,2871,2871,7703,7288,1001,2370,0753,4640,7685,4811,3306,046,596,299,91,55,90,65
20091203,4,30415,60717,67574,54275,15466,58997,07004,05012,88376,9939,9939,8520,4250,9120,7333,6448,7946,1777,9832,4425,045,193,602,77,00,07,21
20091204,5,52849,30973,44609,86579,49961,91212,43690,04224,17033,7208,7208,9196,7721,8287,2021,7993,1230,5397,3939,2840,806,039,190,47,99,35,48
20091205,6,84497,37420,63700,69452,30817,81710,08320,39501,45682,0438,0438,2488,1640,4411,5143,9838,5536,6554,5953,0087,718,363,229,91,24,20,10
20091206,0,98049,18799,71049,17198,24543,30870,84207,31729,94043,3659,3659,3803,6553,4812,5147,2747,4221,1811,6032,6101,405,780,112,13,15,85,47
20091207,1,58376,72869,26470,88859,19716,89252,12794,94507,35489,7437,7437,9603,2868,3081,8993,8930,8936,7932,9972,0263,702,298,795,35,77,29,45
20091208,2,42844,47336,45441,60417,70641,02372,63779,49698,76011,0271,0271,1310,7283,4851,8038,8176,9976,4158,8073,8954,882,444,025,67,19,77,09
20091209,3,40945,08872,37347,35890,83364,01957,10678,35449,86773,2321,2321,9025,0396,2446,5229,0581,2599,9395,7520,3923,069,565,081,52,35,59,56
20091210,4,14429,75423,94084,63497,48727,71744,60835,87595,53144,8171,8171,9754,2381,8476,1464,5839,0669,3594,7258,6593,103,579,976,37,01,35,24
20091211,5,34023,32364,54099,83203,20090,80584,82043,40480,55254,0131,0131,8732,7081,6710,8615,9536,3796,4339,7073,9230,182,926,343,64,48,81,27
20091212,6,82436,62564,69227,14622,81218,20630,49490,55480,80423,9227,9227,4901,2849,3548,3190,6533,3797,1333,2633,8102,280,987,637,48,12,46,07
20091213,0,39415,82053,95403,26577,45374,54667,64017,75694,71751,0071,0071,2433,9357,9819,1834,9417,4358,4527,1786,3017,326,400,053,72,22,37,32
20091214,1,00094,82250,25331,58687,13325,15850,11405,25356,74637,8534,8534,4613,0531,5847,9998,3542,7486,4179,0585,0491,395,329,244,93,76,34,05
20091215,2,73634,87370,72198,38856,68480,87215,97571,46023,62603,1170,1170,4739,9274,8350,0839,8837,3908,8752,6696,6919,411,659,152,62,78,45,24
20091216,3,59691,33586,36318,84183,79010,06388,67431,83315,74136,4153,4153,6855,6172,2693,4046,1856,6604,1599,0945,3177,049,522,123,37,67,05,47
20091217,4,23936,20777,32857,72461,89107,07524,88463,13796,36318,4916,4916,0405,4729,5093,2024,1092,5116,6993,0262,6200,594,317,237,38,34,22,75
20091218,5,88997,65952,50377,08698,08289,89101,32096,57204,20716,5420,5420,0657,4009,1425,3244,3919,4404,6209,0972,9616,593,391,694,23,51,40,36
20091219,6,28467,17259,04854,86600,24174,85452,69233,46098,68043,1168,1168,6132,3458,6869,3286,1173,5900,0838,5427,8084,102,488,988,27,84,00,26
20091220,0,14895,12170,87638,93681,99256,18467,23130,90782,31102,6303,6303,1972,8281,4227,0440,4380,0979,1007,3379,5561,829,782,637,83,15,97,18
20091221,1,76997,78202,62588,84020,38362,88378,36453,20478,92504,6780,6780,5338,8100,9419,5174,2027,2432,7717,6727,6017,409,060,790,02,89,22,70
20091222,2,62099,99147,27716,05032,01735,89393,30607,90946,62884,8171,8171,2776,9431,7003,2198,9533,9958,7215,4282,2534,914,184,149,40,49,93,65
20091223,3,33807,71012,78034,54013,33274,27990,54769,04567,18741,4439,4439,9526,9917,4177,6116,2276,0057,2915,5940,0991,073,879,049,91,95,46,63
20091224,4,50804,39188,10402,85284,57148,74336,48669,97332,86509,3647,3647,6791,5878,0523,5626,6691,9302,8943,5003,1757,236,791,224,47,27,66,76
20091225,5,36074,35889,45894,71356,21046,24465,33266,44661,15506,2922,2922,0203,4360,9731,6678,0178,1886,2676,6405,8741,645,464,010,86,12,44,55
20091226,6,50891,70527,91036,98377,22742,62641,53777,68618,75956,9456,9456,9260,3218,7150,6046,6025,3625,2604,0958,4793,294,741,087,06,45,15,49
20091227,0,96782,69628,66711,99828,52694,61720,78508,27909,86729,7450,7450,0712,4415,9822,1092,9808,6653,4967,6518,3003,674,293,019,95,74,78,69
20091228,1,21666,45797,70075,34639,57485,24639,84858,81479,77541,0647,0647,3255,5745,3657,4636,6434,6524,7771,6734,4637,105,853,918,03,42,14,90
20091229,2,04088,06976,62242,06253,22235,84962,69058,70415,35746,6609,6609,6425,4192,6405,8557,3693,2730,4643,6919,3158,434,717,322,40,59,64,62
20091230,3,47193,64549,47399,53715,91902,85558,82503,73352,32667,8744,8744,2711,1850,2621,7700,6065,2074,5453,9191,8406,334,475,143,74,43,84,41
20091231,4,70849,56786,86236,16093,04621,84591,11735,49499,27783,0857,0857,6562,1604,8678,2768,6860,2993,5904,0886,3510,092,101,572,43,38,40,97
20100101,5,37754,84983,47470,96403,69652,36260,14408,01752,47170,3759,3759,4990,2484,1787,2278,3078,3716,3072,3472,6650,293,689,744,31,91,95,33
20100102,6,22732,34570,74240,15709,43611,84407,72162,66879,92330,8284,8284,3048,8231,2975,0380,8972,7733,6360,1425,9562,369,850,937,94,86,45,21
20100103,0,44591,41716,63190,88897,86057,64420,26357,80737,05449,0270,0270,9406,6519,9158,2957,6069,6389,6622,4717,1822,122,912,736,77,47,65,01
20100104,1,79226,53187,48878,39553,27261,16737,80293,35985,03210,3777,3777,4603,1164,8431,3169,0147,9362,8994,7414,9263,067,425,289,38,85,68,83
20100105,2,65882,45930,32750,35016,31320,62941,55827,55443,64489,5045,5045,8175,5887,5574,7967,6942,1484,5516,1439,7817,423,612,639,80,92,68,37
20100106,3,07150,28866,52236,18744,89442,53312,70198,73523,46121,5429,5429,0544,1100,1326,3917,6607,1032,5662,1496,1489,359,614,762,22,09,73,60
20100107,4,86471,81008,38415,90695,26859,11490,49148,35502,49140,6720,6720,2456,7825,7657,3931,5851,2901,2056,6760,7021,565,365,253,84,34,43,00
20100108,5,85726,36108,99629,89508,90944,36296,29692,95020,88175,8513,8513,6292,7174,5330,8564,7285,1968,6381,8959,8554,778,817,919,87,86,42,06
20100109,6,86595,13970,19621,41964,97628,04346,57541,84677,52965,1816,1816,9882,0708,2320,6192,8969,8711,2538,0476,3959,800,997,593,28,88,92,13
20100110,0,48345,08570,31558,28697,77747,45431,67758,00039,96419,7822,7822,8665,2816,5008,3201,9643,5957,0988,5289,7133,444,707,090,26,71,68,36
20100111,1,65443,83114,96518,93086,66770,07506,48413,26638,06957,1834,1834,3673,6293,5913,5280,1823,3775,5606,0098,3743,604,552,157,52,62,03,83
20100112,2,18902,16999,77675,43245,12551,75359,09320,27871,31697,0720,0720,8177,1230,1657,8569,4588,0692,9192,2990,5890,850,912,908,40,52,10,04
20100113,3,34725,61226,26136,43820,09159,52878,31182,53948,05944,3930,3930,5409,1600,0957,2317,0010,4179,9647,8684,9088,312,860,535,44,55,05,36
20100114,4,80204,02099,85868,70235,28769,93778,84844,98920,67197,3580,3580,8287,6863,8977,0908,7488,4360,1590,7815,8946,554,454,478,86,40,58,34
20100115,5,24011,23918,35398,41091,57868,82101,56077,27513,51473,6638,6638,2824,4305,3600,2953,2347,3749,9994,6533,2955,483,815,568,22,70,53,97
20100116,6,71916,38085,17671,20073,00482,33980,44927,60722,90137,4995,4995,8689,5495,2558,2150,1371,3354,6634,2513,0859,777,894,832,94,21,27,52
20100117,0,71915,04951,59085,64802,44705,77089,70673,29306,05956,0461,0461,5260,1016,0274,0245,1314,9691,8107,0777,9109,204,977,726,69,02,61,29
20100118,1,73782,43564,07383,65845,20533,65531,61779,24688,01253,2536,2536,9307,4693,0038,4495,2098,7047,7226,7210,1979,694,859,733,09,83,89,31
20100119,2,77424,77700,07053,63106,47553,78833,19669,12022,92541,2021,2021,7148,3971,2363,9567,0336,4879,4546,4489,2396,104,238,124,54,98,37,32
20100120,3,14691,94695,00411,48386,35982,50859,73026,38796,38693,1389,1389,3395,0540,9083,2331,2774,4242,6375,8399,6633,405,306,931,77,21,34,56
20100121,4,95748,15132,32177,18197,05853,71901,32242,67683,75618,2645,2645,4556,1847,6132,5248,6965,9850,6257,0394,0216,485,914,048,06,01,98,04
20100122,5,91336,15412,78245,14560,87214,04636,01837,47823,54097,1869,1869,0264,7374,2407,5144,5764,0317,7858,2077,4269,534,209,561,70,83,01,29
20100123,6,52965,39860,97460,11188,59650,93982,67649,85398,80499,0189,0189,1501,2482,6731,9042,3729,0041,4751,1017,8946,106,207,439,99,18,54,34
20100124,0,50863,84525,69610,12653,99006,21389,91747,41101,28679,7269,7269,7438,7548,2788,5529,7303,7078,1039,3089,6861,721,310,969,30,15,05,41
20100125,1,78124,07058,03880,22341,12760,68336,79669,90204,37748,1845,1845,3643,4790,8635,7059,6283,5789,3381,8832,8021,972,270,640,39,67,59,16
20100126,2,16904,26659,81965,10311,43555,93514,34954,59051,64157,8105,8105,3863,5379,4882,7234,2381,3571,8144,5012,8518,940,913,962,85,65,78,50
20100127,3,83647,92333,78811,07266,92269,59915,75986,16627,94126,4351,4351,1469,0921,6946,6195,9086,0102,1164,6533,6349,937,796,044,93,20,84,45
20100128,4,66996,98403,42952,15430,12359,36468,40340,52707,53709,1921,1921,3726,6549,7561,9711,2181,3246,5997,3034,3122,092,421,689,23,48,39,85
20100129,5,22470,29128,66410,99291,62657,35619,79877,42661,92927,5567,5567,4706,4515,6740,9125,0511,1743,6559,8556,3976,548,995,117,57,89,84,53
20100130,6,98330,47769,57437,33907,44663,70757,47731,71434,62824,2256,2256,4309,4222,8593,3723,7838,3374,2398,3662,0722,001,305,366,70,71,95,35
20100131,0,79354,70908,04989,66449,79215,95038,19870,56910,30037,1911,1911,1735,5078,2773,8111,1275,8224,1970,2356,0362,560,444,216,99,63,51,14
20100201,1,47426,23638,52186,00614,75407,70506,43067,29958,83587,0791,0791,1580,0692,6100,7465,6860,5644,4488,7579,4004,768,168,515,90,95,83,41
20100202,2,38762,29602,19656,21256,12941,72343,24636,51695,54050,6442,6442,8061,9199,5139,0412,3868,7965,1054,3997,3135,461,952,623,53,83,85,10
20100203,3,21900,73336,64294,23205,53161,84204,51974,73518,68259,9651,9651,8997,4898,2428,5098,8803,0540,5190,5599,1327,776,507,081,51,25,94,80
20100204,4,69054,26273,58394,46296,81674,96195,93113,63399,73681,7598,7598,3077,9780,5298,5685,5368,0282,7130,0487,1763,864,303,414,78,49,37,07
20100205,5,75330,62216,38364,51570,95807,83038,59191,80469,06604,9057,9057,6726,9522,7774,3582,8224,2324,2768,4067,5985,112,908,489,44,99,50,30
20100206,6,46065,58897,37597,28133,07107,94955,28969,14234,98638,0758,0758,0248,8229,7198,8676,9582,5712,7943,5409,7522,861,495,651,63,33,03,34
20100207,0,79100,46386,46471,84319,77753,62851,11286,80510,78167,1870,1870,8589,5137,2246,6370,1450,7753,1743,2180,3812,132,957,704,66,89,58,08
20100208,1,15214,79032,97600,47223,86198,60559,56293,15432,63288,1086,1086,7522,3230,0575,2224,1982,6096,5575,5104,1974,092,164,476,09,56,02,37
20100209,2,58358,36608,28617,33660,41897,36916,74682,50116,81265,1648,1648,3330,6693,1372,3479,6992,1261,5461,1106,8962,071,358,513,13,26,62,03
20100210,3,56732,40283,77200,04718,83631,41919,02668,75109,37517,4506,4506,1869,0753,3596,5613,3663,8260,1189,2191,1884,931,618,369,96,59,13,97
20100211,4,15172,93711,28176,69142,23120,06531,07395,03842,29242,7246,7246,6169,0525,5048,5326,4542,4342,4317,0413,2795,096,897,308,28,11,06,16
20100212,5,91818,18395,95484,35436,71267,25807,03700,24585,31485,8302,8302,2584,3716,8019,5756,5856,0914,1781,3243,3138,677,947,783,16,67,51,55
20100217,3,54925,61346,85906,49887,00398,08500,54989,24540,77609,1579,1579,3714,2930,6782,6023,9001,5918,0174,8250,8123,950,179,757,72,15,97,81
20100218,4,25970,91512,73991,82090,36670,47950,99296,29620,64764,1600,1600,7056,4131,6738,6391,7990,5704,0919,6895,4737,336,165,457,64,79,67,54
20100219,5,57806,18681,47166,71213,53628,78662,09053,36090,80264,2083,2083,4611,3702,2594,7883,2959,7060,8439,1569,0736,388,195,707,89,53,18,68
20100220,6,52009,13194,79579,98091,91988,07800,86914,31687,46162,6755,6755,0102,4453,4486,4947,5615,7832,1417,9174,9163,008,533,751,60,64,59,67
20100221,0,93187,86850,74186,58443,97256,45211,51508,03552,21009,2733,2733,8963,4436,7264,5081,6974,2294,5941,5363,5401,862,077,532,32,94,64,25
20100222,1,33953,17780,17461,33553,61474,49904,53460,31499,36158,2217,2217,0050,1089,5470,3816,4366,9082,1447,3720,3278,024,631,677,91,48,67,66
20100223,2,21038,17530,16812,23558,10017,84483,46356,56590,19074,1836,1836,1990,5765,0119,1988,8376,3358,8222,8850,5140,559,494,488,95,32,66,43
20100224,3,81579,36038,98570,90653,58268,35699,07033,83554,00209,7847,7847,0679,6490,3198,3243,7022,6463,3343,5919,0138,737,042,340,40,93,27,66
20100225,4,43504,01503,32329,80468,40985,64769,05062,96130,88634,5705,5705,7559,5541,5717,7735,3819,2834,9502,5841,6317,136,901,148,17,99,10,60
20100226,5,72122,82056,55435,36718,20350,89867,01391,93533,18974,8496,8496,1121,9642,5370,4727,3372,0335,8739,9064,0060,271,750,160,27,63,38,24
20100227,6,25632,80403,85469,61765,71301,88910,88672,61125,57889,6701,6701,5351,5467,0018,0988,4278,8230,0992,3005,7942,711,265,049,60,64,53,45
20100228,0,11636,65863,67787,85899,81488,58851,06793,77975,61887,4242,4242,4983,3672,8700,2960,4588,6194,6912,1638,7120,785,668,487,07,31,52,64
20100301,1,62514,11238,57787,33110,31823,04709,50966,18945,71057,5073,5073,9532,5835,0315,7325,7733,8789,9638,7306,6074,399,249,302,11,92,20,30
20100302,2,55514,64410,41380,26699,83345,79498,26592,79943,05581,4353,4353,2626,9532,9359,8734,3333,9844,0264,6454,2244,014,351,383,85,79,05,23
20100303,3,68272,97786,83113,08609,30020,29994,80522,89629,37687,1091,1091,0478,2180,1269,2717,1095,0864,9547,4064,3731,020,811,918,08,37,94,85
20100304,4,99149,24186,95138,72605,07386,30405,90112,38955,51636,5031,5031,2725,6742,0919,9477,1206,5062,2953,5775,4124,787,680,671,97,03,39,57
20100305,5,69805,47143,20639,30831,18235,24231,54478,34909,59012,3597,3597,8687,2020,8176,8007,8786,4018,5433,9184,6845,392,702,328,90,27,30,83
20100306,6,41632,58241,58359,80923,24642,40804,79906,92860,50406,8635,8635,2410,4250,6940,9188,9310,3565,9559,6231,7930,913,846,574,63,11,58,09
20100307,0,16764,21978,61072,27124,70427,53566,50531,75775,81996,2835,2835,1293,4033,1233,9949,2431,5755,0506,4417,2815,451,915,537,46,68,59,23
20100308,1,44974,13622,80725,12236,54386,60212,88170,97954,93827,5125,5125,3564,1856,0087,4329,8718,3689,1924,4401,6763,834,389,375,74,24,41,17
20100309,2,69900,74941,26042,35327,93922,66557,16774,78293,80887,4211,4211,2494,0168,2364,5182,9024,1090,7598,8430,3396,807,037,020,26,71,31,05
20100310,3,79139,12278,03305,97455,33782,09669,07104,09354,03642,8037,8037,7885,6614,4756,9514,5885,2236,9553,1121,0960,096,215,431,52,62,92,15
20100311,4,02904,27985,81367,43298,11695,60237,35439,69775,77200,5196,5196,8587,2852,1964,4640,3064,4235,9244,1761,1559,937,628,830,17,87,01,80
20100312,5,60467,06805,47094,79593,95752,80899,62328,69232,22756,8034,8034,9429,1691,4644,0718,4708,3164,0136,6194,2884,225,032,808,25,80,30,09
20100313,6,71826,67528,52571,75122,79059,55245,81447,21049,94457,7474,7474,5150,4359,3334,8874,8500,1651,7780,5176,5262,257,771,652,70,46,26,99
20100314,0,53494,77687,96662,97917,47404,70236,66452,40128,95221,6837,6837,5003,1143,5290,7527,9665,8352,2905,3327,8059,353,551,495,61,67,55,07
20100315,1,35806,33895,69237,16488,48394,79406,42944,44573,69277,6278,6278,9639,0153,0752,9705,4096,3330,2188,5224,4431,786,596,083,42,87,73,13
20100316,2,43816,84811,14562,83736,53119,66749,07168,20380,54450,7964,7964,4617,3221,1451,1033,9639,2205,7755,7519,9440,309,358,347,23,91,24,10
20100317,3,39208,98944,27213,02485,02421,63095,99120,34093,17450,9441,9441,2635,7960,9949,9204,5148,7342,2040,0220,7102,308,560,672,24,76,87,14
20100318,4,14899,92757,72452,44249,45995,79629,98046,19695,01756,3968,3968,2828,2207,5125,1769,8992,0645,2081,1090,6536,007,034,558,49,16,50,35
20100319,5,45948,04899,98572,34801,22182,07854,70362,76498,84107,3439,3439,9952,7174,6077,3199,7117,2902,4405,1706,2894,148,433,803,62,52,58,83
20100320,6,16224,62647,80254,93735,23366,13275,32885,62025,61985,6455,6455,1309,4919,7087,4046,6008,1468,6109,8318,1464,995,192,850,82,26,87,73
20100321,0,43311,80962,79298,13307,66498,48099,30136,68758,93768,0659,0659,7251,9741,9146,6817,9540,9327,8377,4388,2832,282,000,591,32,25,56,16
20100322,1,43156,61731,44577,65424,53651,49909,01014,21198,09427,5471,5471,8932,5275,7246,9886,6712,5435,6912,8077,0863,943,878,455,49,44,37,88
20100323,2,97190,99558,59293,20858,54262,51829,17265,58059,26723,7312,7312,2488,1923,2675,8067,5406,3701,8042,0967,6548,386,916,555,76,00,32,38
20100324,3,21664,74730,52590,51071,09588,94579,60876,01589,30272,3748,3748,2431,4728,1915,7551,1438,2514,3171,4729,7258,048,634,704,23,56,85,86
20100325,4,46289,93749,60900,28398,72699,10715,08075,32228,22936,9916,9916,9528,2161,0729,1424,0895,2701,3747,2314,8028,077,614,693,01,60,23,44
20100326,5,04564,05136,66790,92230,12504,27012,66183,97644,05803,3896,3896,5384,5823,6067,1433,3390,1884,0731,5854,9493,427,833,299,91,58,94,13
