gt_0,gt_1,gt_2,gt_3,gt_4,gt_5,gt_6,gt_7,gt_8,gt_9,gt_10,gt_11,gt_12,gt_13,gt_14,gt_15,gt_16,gt_17,gt_18,gt_19,gt_20,gt_21,gt_22,gt_23,gt_24,gt_25,gt_26,gt_27,gt_28,gt_29,gt_30,gt_31,gt_32,gt_33,gt_34,gt_35,gt_36,gt_37,gt_38,gt_39,gt_40,gt_41,gt_42,gt_43,gt_44,gt_45,gt_46,gt_47,gt_48,gt_49,gt_50,gt_51,gt_52,gt_53,gt_54,gt_55,gt_56,gt_57,gt_58,gt_59,gt_60,gt_61,gt_62,gt_63,gt_64,gt_65,gt_66,gt_67,gt_68,gt_69,gt_70,gt_71,gt_72,gt_73,gt_74,gt_75,gt_76,gt_77,gt_78,gt_79,gt_80,gt_81,gt_82,gt_83,gt_84,gt_85,gt_86,gt_87,gt_88,gt_89,gt_90,gt_91,gt_92,gt_93,gt_94,gt_95,gt_96,gt_97,gt_98,gt_99,gt_100,gt_101,gt_102,gt_103,gt_104,gt_105,gt_106,gt_107,kq_0,kq_1,kq_2,kq_3,kq_4,kq_5,kq_6,kq_7,kq_8,kq_9,kq_10,kq_11,kq_12,kq_13,kq_14,kq_15,kq_16,kq_17,kq_18,kq_19,kq_20,kq_21,kq_22,kq_23,kq_24,kq_25,kq_26
21,39,04,87,20,29,00,12,58,45,45,06,85,0,91,24,77,19,0,0,23,03,71,21,70,39,79,44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91,26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74,55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34,10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97
44,97,20,93,98,38,89,72,58,85,85,95,43,0,36,93,58,44,0,0,51,53,22,14,36,40,91,26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74,55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34,28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56,64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75
26,34,09,86,26,00,58,77,21,89,89,55,46,0,46,24,03,23,0,0,27,29,25,33,36,41,74,55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34,28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56,10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97,40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08
55,22,51,44,99,46,57,64,41,00,00,38,58,0,52,72,43,93,0,0,49,02,88,98,07,03,34,28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56,10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97,64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75,96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58
28,58,30,70,51,21,38,40,73,12,12,31,17,0,10,80,55,81,0,0,35,10,84,54,57,83,56,10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97,64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75,40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08,97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32
10,03,36,36,92,86,32,45,61,01,01,09,69,0,67,09,49,81,0,0,31,28,89,16,63,36,97,64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75,40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08,96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58,57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17
64,76,76,42,09,27,28,87,74,91,91,15,40,0,45,68,90,22,0,0,05,86,71,03,76,43,75,40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08,96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58,97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32,30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83
40,32,20,99,28,41,93,40,98,32,32,25,25,0,15,73,62,00,0,0,99,41,21,33,87,90,08,96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58,97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32,57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17,10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95
96,13,14,68,81,41,82,42,91,03,03,67,38,0,38,66,33,04,0,0,44,62,52,15,60,54,58,97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32,57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17,30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83,21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47
97,32,69,63,54,07,85,00,57,24,24,62,09,0,37,52,10,72,0,0,38,06,89,05,20,38,32,57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17,30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83,10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95,61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94
57,61,57,00,03,16,10,60,88,92,92,07,13,0,30,20,76,81,0,0,28,57,97,04,47,18,17,30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83,10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95,21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47,89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92
30,52,44,03,34,25,39,18,43,71,71,85,16,0,05,40,06,87,0,0,46,32,08,87,27,69,83,10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95,21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47,61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94,96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04
10,03,30,40,86,06,59,56,57,16,16,34,74,0,57,83,56,87,0,0,20,98,21,73,47,04,95,21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47,61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94,89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92,80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58
21,77,69,56,59,88,75,97,92,13,13,66,84,0,41,35,74,60,0,0,97,59,04,54,94,74,47,61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94,89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92,96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04,55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49
61,86,21,09,55,34,71,71,40,57,57,77,54,0,07,35,04,31,0,0,89,46,57,31,85,64,94,89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92,96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04,80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58,49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60
89,32,17,68,14,88,88,26,96,66,66,49,36,0,13,15,54,16,0,0,79,35,72,08,33,17,92,96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04,80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58,55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49,16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14
96,91,69,55,88,89,69,81,07,57,57,23,07,0,70,18,77,95,0,0,46,82,15,52,32,75,04,80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58,55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49,49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60,45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82
80,73,63,84,91,99,84,54,93,25,25,06,38,0,12,42,79,01,0,0,64,92,82,88,68,81,58,55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49,49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60,16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14,21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94
55,65,22,81,51,34,44,34,71,88,88,95,15,0,26,12,44,60,0,0,13,77,00,81,57,05,49,49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60,16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14,45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82,39,79,51,24,16,10,47,29,97,14,14,79,46,0,27,52,70,73,0,0,00,37,77,60,85,75,69
49,31,66,13,26,02,61,61,75,17,17,05,19,0,70,10,77,35,0,0,21,20,28,84,99,92,60,16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14,45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82,21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94,20,51,54,76,35,47,10,41,99,56,56,74,69,0,13,80,71,43,0,0,81,40,77,70,35,00,43
16,08,07,38,65,94,04,37,12,73,73,89,40,0,39,98,21,10,0,0,16,14,62,11,81,60,14,45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82,21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94,39,79,51,24,16,10,47,29,97,14,14,79,46,0,27,52,70,73,0,0,00,37,77,60,85,75,69,37,43,14,10,90,15,34,33,61,64,64,21,87,0,63,45,23,24,0,0,29,09,59,78,63,80,37
45,15,17,83,76,19,62,47,36,62,62,06,34,0,74,61,08,31,0,0,19,80,99,63,29,52,82,21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94,39,79,51,24,16,10,47,29,97,14,14,79,46,0,27,52,70,73,0,0,00,37,77,60,85,75,69,20,51,54,76,35,47,10,41,99,56,56,74,69,0,13,80,71,43,0,0,81,40,77,70,35,00,43,84,38,49,93,37,64,66,37,69,07,07,01,94,0,48,05,53,92,0,0,45,97,75,89,73,67,57
21,10,50,85,03,14,03,60,53,13,13,77,23,0,85,94,04,34,0,0,90,21,57,48,84,29,94,39,79,51,24,16,10,47,29,97,14,14,79,46,0,27,52,70,73,0,0,00,37,77,60,85,75,69,20,51,54,76,35,47,10,41,99,56,56,74,69,0,13,80,71,43,0,0,81,40,77,70,35,00,43,37,43,14,10,90,15,34,33,61,64,64,21,87,0,63,45,23,24,0,0,29,09,59,78,63,80,37,33,80,90,14,43,03,92,95,59,24,24,09,91,0,80,03,79,39,0,0,24,96,21,71,56,66,67
39,79,51,24,16,10,47,29,97,14,14,79,46,0,27,52,70,73,0,0,00,37,77,60,85,75,69,20,51,54,76,35,47,10,41,99,56,56,74,69,0,13,80,71,43,0,0,81,40,77,70,35,00,43,37,43,14,10,90,15,34,33,61,64,64,21,87,0,63,45,23,24,0,0,29,09,59,78,63,80,37,84,38,49,93,37,64,66,37,69,07,07,01,94,0,48,05,53,92,0,0,45,97,75,89,73,67,57,48,97,49,34,50,58,41,89,78,58,58,26,13,0,31,45,76,92,0,0,71,16,34,12,26,67,84
20,51,54,76,35,47,10,41,99,56,56,74,69,0,13,80,71,43,0,0,81,40,77,70,35,00,43,37,43,14,10,90,15,34,33,61,64,64,21,87,0,63,45,23,24,0,0,29,09,59,78,63,80,37,84,38,49,93,37,64,66,37,69,07,07,01,94,0,48,05,53,92,0,0,45,97,75,89,73,67,57,33,80,90,14,43,03,92,95,59,24,24,09,91,0,80,03,79,39,0,0,24,96,21,71,56,66,67,33,20,20,68,54,78,83,25,00,29,29,98,06,0,15,28,00,48,0,0,37,19,30,85,75,49,71
37,43,14,10,90,15,34,33,61,64,64,21,87,0,63,45,23,24,0,0,29,09,59,78,63,80,37,84,38,49,93,37,64,66,37,69,07,07,01,94,0,48,05,53,92,0,0,45,97,75,89,73,67,57,33,80,90,14,43,03,92,95,59,24,24,09,91,0,80,03,79,39,0,0,24,96,21,71,56,66,67,48,97,49,34,50,58,41,89,78,58,58,26,13,0,31,45,76,92,0,0,71,16,34,12,26,67,84,87,98,27,00,26,23,74,01,47,24,24,89,06,0,36,42,60,83,0,0,54,42,91,48,36,19,50
84,38,49,93,37,64,66,37,69,07,07,01,94,0,48,05,53,92,0,0,45,97,75,89,73,67,57,33,80,90,14,43,03,92,95,59,24,24,09,91,0,80,03,79,39,0,0,24,96,21,71,56,66,67,48,97,49,34,50,58,41,89,78,58,58,26,13,0,31,45,76,92,0,0,71,16,34,12,26,67,84,33,20,20,68,54,78,83,25,00,29,29,98,06,0,15,28,00,48,0,0,37,19,30,85,75,49,71,20,15,59,40,73,60,10,04,84,28,28,31,94,0,57,70,38,52,0,0,29,49,42,31,18,46,57
33,80,90,14,43,03,92,95,59,24,24,09,91,0,80,03,79,39,0,0,24,96,21,71,56,66,67,48,97,49,34,50,58,41,89,78,58,58,26,13,0,31,45,76,92,0,0,71,16,34,12,26,67,84,33,20,20,68,54,78,83,25,00,29,29,98,06,0,15,28,00,48,0,0,37,19,30,85,75,49,71,87,98,27,00,26,23,74,01,47,24,24,89,06,0,36,42,60,83,0,0,54,42,91,48,36,19,50,33,18,28,76,54,32,03,85,73,74,74,95,07,0,13,77,23,85,0,0,63,80,62,84,90,69,07
48,97,49,34,50,58,41,89,78,58,58,26,13,0,31,45,76,92,0,0,71,16,34,12,26,67,84,33,20,20,68,54,78,83,25,00,29,29,98,06,0,15,28,00,48,0,0,37,19,30,85,75,49,71,87,98,27,00,26,23,74,01,47,24,24,89,06,0,36,42,60,83,0,0,54,42,91,48,36,19,50,20,15,59,40,73,60,10,04,84,28,28,31,94,0,57,70,38,52,0,0,29,49,42,31,18,46,57,02,61,86,90,43,91,35,20,97,56,56,83,77,0,21,08,31,79,0,0,07,55,00,04,25,59,90
33,20,20,68,54,78,83,25,00,29,29,98,06,0,15,28,00,48,0,0,37,19,30,85,75,49,71,87,98,27,00,26,23,74,01,47,24,24,89,06,0,36,42,60,83,0,0,54,42,91,48,36,19,50,20,15,59,40,73,60,10,04,84,28,28,31,94,0,57,70,38,52,0,0,29,49,42,31,18,46,57,33,18,28,76,54,32,03,85,73,74,74,95,07,0,13,77,23,85,0,0,63,80,62,84,90,69,07,37,52,84,24,16,09,67,72,25,52,52,72,50,0,24,14,20,00,0,0,49,36,71,84,65,31,83
87,98,27,00,26,23,74,01,47,24,24,89,06,0,36,42,60,83,0,0,54,42,91,48,36,19,50,20,15,59,40,73,60,10,04,84,28,28,31,94,0,57,70,38,52,0,0,29,49,42,31,18,46,57,33,18,28,76,54,32,03,85,73,74,74,95,07,0,13,77,23,85,0,0,63,80,62,84,90,69,07,02,61,86,90,43,91,35,20,97,56,56,83,77,0,21,08,31,79,0,0,07,55,00,04,25,59,90,73,34,11,99,39,07,73,36,05,60,60,83,33,0,14,94,65,23,0,0,48,39,81,50,41,93,48
20,15,59,40,73,60,10,04,84,28,28,31,94,0,57,70,38,52,0,0,29,49,42,31,18,46,57,33,18,28,76,54,32,03,85,73,74,74,95,07,0,13,77,23,85,0,0,63,80,62,84,90,69,07,02,61,86,90,43,91,35,20,97,56,56,83,77,0,21,08,31,79,0,0,07,55,00,04,25,59,90,37,52,84,24,16,09,67,72,25,52,52,72,50,0,24,14,20,00,0,0,49,36,71,84,65,31,83,79,61,70,84,46,58,89,21,69,96,96,11,44,0,15,77,46,49,0,0,51,56,77,63,51,45,37
33,18,28,76,54,32,03,85,73,74,74,95,07,0,13,77,23,85,0,0,63,80,62,84,90,69,07,02,61,86,90,43,91,35,20,97,56,56,83,77,0,21,08,31,79,0,0,07,55,00,04,25,59,90,37,52,84,24,16,09,67,72,25,52,52,72,50,0,24,14,20,00,0,0,49,36,71,84,65,31,83,73,34,11,99,39,07,73,36,05,60,60,83,33,0,14,94,65,23,0,0,48,39,81,50,41,93,48,77,19,17,36,35,99,57,78,81,02,02,48,13,0,70,78,74,81,0,0,85,99,29,14,89,45,41
02,61,86,90,43,91,35,20,97,56,56,83,77,0,21,08,31,79,0,0,07,55,00,04,25,59,90,37,52,84,24,16,09,67,72,25,52,52,72,50,0,24,14,20,00,0,0,49,36,71,84,65,31,83,73,34,11,99,39,07,73,36,05,60,60,83,33,0,14,94,65,23,0,0,48,39,81,50,41,93,48,79,61,70,84,46,58,89,21,69,96,96,11,44,0,15,77,46,49,0,0,51,56,77,63,51,45,37,92,99,58,31,60,63,35,22,28,38,38,51,38,0,12,05,04,76,0,0,88,31,00,81,08,12,11
37,52,84,24,16,09,67,72,25,52,52,72,50,0,24,14,20,00,0,0,49,36,71,84,65,31,83,73,34,11,99,39,07,73,36,05,60,60,83,33,0,14,94,65,23,0,0,48,39,81,50,41,93,48,79,61,70,84,46,58,89,21,69,96,96,11,44,0,15,77,46,49,0,0,51,56,77,63,51,45,37,77,19,17,36,35,99,57,78,81,02,02,48,13,0,70,78,74,81,0,0,85,99,29,14,89,45,41,98,80,86,02,21,77,90,45,92,61,61,05,87,0,39,77,90,00,0,0,21,29,80,63,38,60,70
73,34,11,99,39,07,73,36,05,60,60,83,33,0,14,94,65,23,0,0,48,39,81,50,41,93,48,79,61,70,84,46,58,89,21,69,96,96,11,44,0,15,77,46,49,0,0,51,56,77,63,51,45,37,77,19,17,36,35,99,57,78,81,02,02,48,13,0,70,78,74,81,0,0,85,99,29,14,89,45,41,92,99,58,31,60,63,35,22,28,38,38,51,38,0,12,05,04,76,0,0,88,31,00,81,08,12,11,73,34,03,07,79,41,48,39,09,55,55,46,13,0,56,12,98,06,0,0,01,72,46,39,71,02,62
79,61,70,84,46,58,89,21,69,96,96,11,44,0,15,77,46,49,0,0,51,56,77,63,51,45,37,77,19,17,36,35,99,57,78,81,02,02,48,13,0,70,78,74,81,0,0,85,99,29,14,89,45,41,92,99,58,31,60,63,35,22,28,38,38,51,38,0,12,05,04,76,0,0,88,31,00,81,08,12,11,98,80,86,02,21,77,90,45,92,61,61,05,87,0,39,77,90,00,0,0,21,29,80,63,38,60,70,23,88,19,68,09,19,85,86,61,31,31,76,13,0,92,15,14,72,0,0,14,76,66,28,85,05,65
77,19,17,36,35,99,57,78,81,02,02,48,13,0,70,78,74,81,0,0,85,99,29,14,89,45,41,92,99,58,31,60,63,35,22,28,38,38,51,38,0,12,05,04,76,0,0,88,31,00,81,08,12,11,98,80,86,02,21,77,90,45,92,61,61,05,87,0,39,77,90,00,0,0,21,29,80,63,38,60,70,73,34,03,07,79,41,48,39,09,55,55,46,13,0,56,12,98,06,0,0,01,72,46,39,71,02,62,72,47,91,17,03,54,56,10,00,38,38,95,58,0,65,51,09,92,0,0,15,23,72,25,46,04,71
92,99,58,31,60,63,35,22,28,38,38,51,38,0,12,05,04,76,0,0,88,31,00,81,08,12,11,98,80,86,02,21,77,90,45,92,61,61,05,87,0,39,77,90,00,0,0,21,29,80,63,38,60,70,73,34,03,07,79,41,48,39,09,55,55,46,13,0,56,12,98,06,0,0,01,72,46,39,71,02,62,23,88,19,68,09,19,85,86,61,31,31,76,13,0,92,15,14,72,0,0,14,76,66,28,85,05,65,46,76,18,86,58,07,79,22,42,31,31,60,02,0,27,16,11,90,0,0,45,35,78,33,76,09,10
98,80,86,02,21,77,90,45,92,61,61,05,87,0,39,77,90,00,0,0,21,29,80,63,38,60,70,73,34,03,07,79,41,48,39,09,55,55,46,13,0,56,12,98,06,0,0,01,72,46,39,71,02,62,23,88,19,68,09,19,85,86,61,31,31,76,13,0,92,15,14,72,0,0,14,76,66,28,85,05,65,72,47,91,17,03,54,56,10,00,38,38,95,58,0,65,51,09,92,0,0,15,23,72,25,46,04,71,19,77,03,18,05,56,47,23,53,00,00,13,16,0,26,68,75,99,0,0,81,12,74,78,99,08,58
73,34,03,07,79,41,48,39,09,55,55,46,13,0,56,12,98,06,0,0,01,72,46,39,71,02,62,23,88,19,68,09,19,85,86,61,31,31,76,13,0,92,15,14,72,0,0,14,76,66,28,85,05,65,72,47,91,17,03,54,56,10,00,38,38,95,58,0,65,51,09,92,0,0,15,23,72,25,46,04,71,46,76,18,86,58,07,79,22,42,31,31,60,02,0,27,16,11,90,0,0,45,35,78,33,76,09,10,30,14,20,05,56,50,37,34,35,50,50,42,50,0,49,12,76,65,0,0,36,48,00,61,02,79,16
23,88,19,68,09,19,85,86,61,31,31,76,13,0,92,15,14,72,0,0,14,76,66,28,85,05,65,72,47,91,17,03,54,56,10,00,38,38,95,58,0,65,51,09,92,0,0,15,23,72,25,46,04,71,46,76,18,86,58,07,79,22,42,31,31,60,02,0,27,16,11,90,0,0,45,35,78,33,76,09,10,19,77,03,18,05,56,47,23,53,00,00,13,16,0,26,68,75,99,0,0,81,12,74,78,99,08,58,15,73,64,16,03,89,60,77,22,58,58,91,78,0,32,31,83,81,0,0,21,49,08,57,31,42,79
72,47,91,17,03,54,56,10,00,38,38,95,58,0,65,51,09,92,0,0,15,23,72,25,46,04,71,46,76,18,86,58,07,79,22,42,31,31,60,02,0,27,16,11,90,0,0,45,35,78,33,76,09,10,19,77,03,18,05,56,47,23,53,00,00,13,16,0,26,68,75,99,0,0,81,12,74,78,99,08,58,30,14,20,05,56,50,37,34,35,50,50,42,50,0,49,12,76,65,0,0,36,48,00,61,02,79,16,78,04,69,94,58,55,75,96,72,29,29,82,60,0,18,98,79,29,0,0,86,09,50,37,71,09,50
46,76,18,86,58,07,79,22,42,31,31,60,02,0,27,16,11,90,0,0,45,35,78,33,76,09,10,19,77,03,18,05,56,47,23,53,00,00,13,16,0,26,68,75,99,0,0,81,12,74,78,99,08,58,30,14,20,05,56,50,37,34,35,50,50,42,50,0,49,12,76,65,0,0,36,48,00,61,02,79,16,15,73,64,16,03,89,60,77,22,58,58,91,78,0,32,31,83,81,0,0,21,49,08,57,31,42,79,95,51,74,02,44,39,54,29,96,99,99,46,19,0,96,49,02,85,0,0,15,48,53,52,42,50,66
19,77,03,18,05,56,47,23,53,00,00,13,16,0,26,68,75,99,0,0,81,12,74,78,99,08,58,30,14,20,05,56,50,37,34,35,50,50,42,50,0,49,12,76,65,0,0,36,48,00,61,02,79,16,15,73,64,16,03,89,60,77,22,58,58,91,78,0,32,31,83,81,0,0,21,49,08,57,31,42,79,78,04,69,94,58,55,75,96,72,29,29,82,60,0,18,98,79,29,0,0,86,09,50,37,71,09,50,06,90,91,81,76,06,52,42,43,33,33,12,42,0,02,47,77,01,0,0,73,63,37,19,70,12,84
30,14,20,05,56,50,37,34,35,50,50,42,50,0,49,12,76,65,0,0,36,48,00,61,02,79,16,15,73,64,16,03,89,60,77,22,58,58,91,78,0,32,31,83,81,0,0,21,49,08,57,31,42,79,78,04,69,94,58,55,75,96,72,29,29,82,60,0,18,98,79,29,0,0,86,09,50,37,71,09,50,95,51,74,02,44,39,54,29,96,99,99,46,19,0,96,49,02,85,0,0,15,48,53,52,42,50,66,58,19,65,37,53,81,96,43,97,53,53,45,53,0,78,59,87,95,0,0,33,49,95,88,19,73,84
15,73,64,16,03,89,60,77,22,58,58,91,78,0,32,31,83,81,0,0,21,49,08,57,31,42,79,78,04,69,94,58,55,75,96,72,29,29,82,60,0,18,98,79,29,0,0,86,09,50,37,71,09,50,95,51,74,02,44,39,54,29,96,99,99,46,19,0,96,49,02,85,0,0,15,48,53,52,42,50,66,06,90,91,81,76,06,52,42,43,33,33,12,42,0,02,47,77,01,0,0,73,63,37,19,70,12,84,78,06,14,58,12,76,30,25,87,74,74,55,40,0,92,04,36,99,0,0,19,81,58,18,67,65,20
78,04,69,94,58,55,75,96,72,29,29,82,60,0,18,98,79,29,0,0,86,09,50,37,71,09,50,95,51,74,02,44,39,54,29,96,99,99,46,19,0,96,49,02,85,0,0,15,48,53,52,42,50,66,06,90,91,81,76,06,52,42,43,33,33,12,42,0,02,47,77,01,0,0,73,63,37,19,70,12,84,58,19,65,37,53,81,96,43,97,53,53,45,53,0,78,59,87,95,0,0,33,49,95,88,19,73,84,86,31,17,24,59,13,80,48,89,11,11,50,02,0,60,66,02,32,0,0,33,99,69,13,77,62,68
95,51,74,02,44,39,54,29,96,99,99,46,19,0,96,49,02,85,0,0,15,48,53,52,42,50,66,06,90,91,81,76,06,52,42,43,33,33,12,42,0,02,47,77,01,0,0,73,63,37,19,70,12,84,58,19,65,37,53,81,96,43,97,53,53,45,53,0,78,59,87,95,0,0,33,49,95,88,19,73,84,78,06,14,58,12,76,30,25,87,74,74,55,40,0,92,04,36,99,0,0,19,81,58,18,67,65,20,06,02,02,32,65,58,27,94,57,99,99,13,61,0,38,15,89,76,0,0,86,67,54,11,95,02,14
